b_m,phi_deg,J_m,in_region_eta15
1009.091,-71.111,,0
1009.091,-69.333,,0
1009.091,-67.556,,0
1009.091,-65.778,,0
1009.091,-64.000,,0
1009.091,-62.222,,0
1009.091,-60.444,,0
1009.091,-58.667,,0
1009.091,-56.889,,0
1009.091,-55.111,,0
1009.091,-53.333,,0
1009.091,-51.556,,0
1009.091,-49.778,,0
1009.091,-48.000,,0
1009.091,-46.222,,0
1009.091,-44.444,,0
1009.091,-42.667,,0
1009.091,-40.889,,0
1009.091,-39.111,,0
1009.091,-37.333,,0
1009.091,-35.556,,0
1009.091,-33.778,,0
1009.091,-32.000,,0
1009.091,-30.222,,0
1009.091,-28.444,,0
1009.091,-26.667,,0
1009.091,-24.889,,0
1009.091,-23.111,,0
1009.091,-21.333,,0
1009.091,-19.556,,0
1009.091,-17.778,,0
1009.091,-16.000,,0
1009.091,-14.222,,0
1009.091,-12.444,,0
1009.091,-10.667,,0
1009.091,-8.889,,0
1009.091,-7.111,,0
1009.091,-5.333,,0
1009.091,-3.556,,0
1009.091,-1.778,,0
1009.091,0.000,,0
1009.091,1.778,,0
1009.091,3.556,,0
1009.091,5.333,,0
1009.091,7.111,,0
1009.091,8.889,,0
1009.091,10.667,,0
1009.091,12.444,,0
1009.091,14.222,,0
1009.091,16.000,,0
1009.091,17.778,,0
1009.091,19.556,,0
1009.091,21.333,,0
1009.091,23.111,,0
1009.091,24.889,,0
1009.091,26.667,,0
1009.091,28.444,,0
1009.091,30.222,,0
1009.091,32.000,,0
1009.091,33.778,,0
1009.091,35.556,,0
1009.091,37.333,,0
1009.091,39.111,,0
1009.091,40.889,,0
1009.091,42.667,,0
1009.091,44.444,,0
1009.091,46.222,,0
1009.091,48.000,,0
1009.091,49.778,,0
1009.091,51.556,,0
1009.091,53.333,,0
1009.091,55.111,,0
1009.091,56.889,,0
1009.091,58.667,,0
1009.091,60.444,,0
1009.091,62.222,,0
1009.091,64.000,,0
1009.091,65.778,,0
1009.091,67.556,,0
1009.091,69.333,,0
1009.091,71.111,,0
1009.091,72.889,,0
1009.091,74.667,,0
1009.091,76.444,,0
1009.091,78.222,,0
1009.091,80.000,,0
1045.455,-80.000,,0
1045.455,-78.222,,0
1045.455,-76.444,,0
1045.455,-74.667,,0
1045.455,-72.889,,0
1045.455,-71.111,,0
1045.455,-69.333,,0
1045.455,-67.556,,0
1045.455,-65.778,,0
1045.455,-64.000,,0
1045.455,-62.222,,0
1045.455,-60.444,,0
1045.455,-58.667,,0
1045.455,-56.889,,0
1045.455,-55.111,,0
1045.455,-53.333,,0
1045.455,-51.556,,0
1045.455,-49.778,,0
1045.455,-48.000,,0
1045.455,-46.222,,0
1045.455,-44.444,,0
1045.455,-42.667,,0
1045.455,-40.889,,0
1045.455,-39.111,,0
1045.455,-37.333,,0
1045.455,-35.556,,0
1045.455,-33.778,,0
1045.455,-32.000,,0
1045.455,-30.222,,0
1045.455,-28.444,,0
1045.455,-26.667,,0
1045.455,-24.889,,0
1045.455,-23.111,,0
1045.455,-21.333,,0
1045.455,-19.556,,0
1045.455,-17.778,,0
1045.455,-16.000,,0
1045.455,-14.222,,0
1045.455,-12.444,,0
1045.455,-10.667,,0
1045.455,-8.889,,0
1045.455,-7.111,,0
1045.455,-5.333,,0
1045.455,-3.556,,0
1045.455,-1.778,,0
1045.455,0.000,,0
1045.455,1.778,,0
1045.455,3.556,,0
1045.455,5.333,,0
1045.455,7.111,,0
1045.455,8.889,,0
1045.455,10.667,,0
1045.455,12.444,,0
1045.455,14.222,,0
1045.455,16.000,,0
1045.455,17.778,,0
1045.455,19.556,,0
1045.455,21.333,,0
1045.455,23.111,,0
1045.455,24.889,,0
1045.455,26.667,,0
1045.455,28.444,,0
1045.455,30.222,,0
1045.455,32.000,,0
1045.455,33.778,,0
1045.455,35.556,,0
1045.455,37.333,,0
1045.455,39.111,,0
1045.455,40.889,,0
1045.455,42.667,,0
1045.455,44.444,,0
1045.455,46.222,,0
1045.455,48.000,,0
1045.455,49.778,,0
1045.455,51.556,,0
1045.455,53.333,,0
1045.455,55.111,,0
1045.455,56.889,,0
1045.455,58.667,,0
1045.455,60.444,,0
1045.455,62.222,,0
1045.455,64.000,,0
1045.455,65.778,,0
1045.455,67.556,,0
1045.455,69.333,,0
1045.455,71.111,,0
1045.455,72.889,,0
1045.455,74.667,,0
1045.455,76.444,,0
1045.455,78.222,,0
1045.455,80.000,,0
1081.818,-80.000,,0
1081.818,-78.222,,0
1081.818,-76.444,,0
1081.818,-74.667,,0
1081.818,-72.889,,0
1081.818,-71.111,,0
1081.818,-69.333,,0
1081.818,-67.556,,0
1081.818,-65.778,,0
1081.818,-64.000,,0
1081.818,-62.222,,0
1081.818,-60.444,,0
1081.818,-58.667,,0
1081.818,-56.889,,0
1081.818,-55.111,,0
1081.818,-53.333,,0
1081.818,-51.556,,0
1081.818,-49.778,,0
1081.818,-48.000,,0
1081.818,-46.222,,0
1081.818,-44.444,,0
1081.818,-42.667,,0
1081.818,-40.889,,0
1081.818,-39.111,,0
1081.818,-37.333,,0
1081.818,-35.556,,0
1081.818,-33.778,,0
1081.818,-32.000,,0
1081.818,-30.222,,0
1081.818,-28.444,,0
1081.818,-26.667,,0
1081.818,-24.889,,0
1081.818,-23.111,,0
1081.818,-21.333,,0
1081.818,-19.556,,0
1081.818,-17.778,,0
1081.818,-16.000,,0
1081.818,-14.222,,0
1081.818,-12.444,,0
1081.818,-10.667,,0
1081.818,-8.889,,0
1081.818,-7.111,,0
1081.818,-5.333,,0
1081.818,-3.556,,0
1081.818,-1.778,,0
1081.818,0.000,,0
1081.818,1.778,,0
1081.818,3.556,,0
1081.818,5.333,,0
1081.818,7.111,,0
1081.818,8.889,,0
1081.818,10.667,,0
1081.818,12.444,,0
1081.818,14.222,,0
1081.818,16.000,,0
1081.818,17.778,,0
1081.818,19.556,,0
1081.818,21.333,,0
1081.818,23.111,,0
1081.818,24.889,,0
1081.818,26.667,,0
1081.818,28.444,,0
1081.818,30.222,,0
1081.818,32.000,,0
1081.818,33.778,,0
1081.818,35.556,,0
1081.818,37.333,,0
1081.818,39.111,,0
1081.818,40.889,,0
1081.818,42.667,,0
1081.818,44.444,,0
1081.818,46.222,,0
1081.818,48.000,,0
1081.818,49.778,,0
1081.818,51.556,,0
1081.818,53.333,,0
1081.818,55.111,,0
1081.818,56.889,,0
1081.818,58.667,,0
1081.818,60.444,,0
1081.818,62.222,,0
1081.818,64.000,,0
1081.818,65.778,,0
1081.818,67.556,,0
1081.818,69.333,,0
1081.818,71.111,,0
1081.818,72.889,,0
1081.818,74.667,,0
1081.818,76.444,,0
1081.818,78.222,,0
1081.818,80.000,,0
1118.182,-80.000,,0
1118.182,-78.222,,0
1118.182,-76.444,,0
1118.182,-74.667,,0
1118.182,-72.889,,0
1118.182,-71.111,,0
1118.182,-69.333,,0
1118.182,-67.556,,0
1118.182,-65.778,,0
1118.182,-64.000,,0
1118.182,-62.222,,0
1118.182,-60.444,,0
1118.182,-58.667,,0
1118.182,-56.889,,0
1118.182,-55.111,,0
1118.182,-53.333,,0
1118.182,-51.556,,0
1118.182,-49.778,,0
1118.182,-48.000,,0
1118.182,-46.222,,0
1118.182,-44.444,,0
1118.182,-42.667,,0
1118.182,-40.889,,0
1118.182,-39.111,,0
1118.182,-37.333,,0
1118.182,-35.556,,0
1118.182,-33.778,,0
1118.182,-32.000,,0
1118.182,-30.222,,0
1118.182,-28.444,,0
1118.182,-26.667,,0
1118.182,-24.889,,0
1118.182,-23.111,,0
1118.182,-21.333,,0
1118.182,-19.556,,0
1118.182,-17.778,,0
1118.182,-16.000,,0
1118.182,-14.222,,0
1118.182,-12.444,,0
1118.182,-10.667,,0
1118.182,-8.889,,0
1118.182,-7.111,,0
1118.182,-5.333,,0
1118.182,-3.556,,0
1118.182,-1.778,,0
1118.182,0.000,,0
1118.182,1.778,,0
1118.182,3.556,,0
1118.182,5.333,,0
1118.182,7.111,,0
1118.182,8.889,,0
1118.182,10.667,,0
1118.182,12.444,,0
1118.182,14.222,,0
1118.182,16.000,,0
1118.182,17.778,,0
1118.182,19.556,,0
1118.182,21.333,,0
1118.182,23.111,,0
1118.182,24.889,,0
1118.182,26.667,,0
1118.182,28.444,,0
1118.182,30.222,,0
1118.182,32.000,,0
1118.182,33.778,,0
1118.182,35.556,,0
1118.182,37.333,,0
1118.182,39.111,,0
1118.182,40.889,,0
1118.182,42.667,,0
1118.182,44.444,,0
1118.182,46.222,,0
1118.182,48.000,,0
1118.182,49.778,,0
1118.182,51.556,,0
1118.182,53.333,,0
1118.182,55.111,,0
1118.182,56.889,,0
1118.182,58.667,,0
1118.182,60.444,,0
1118.182,62.222,,0
1118.182,64.000,,0
1118.182,65.778,,0
1118.182,67.556,,0
1118.182,69.333,,0
1118.182,71.111,,0
1118.182,72.889,,0
1118.182,74.667,,0
1118.182,76.444,,0
1118.182,78.222,,0
1118.182,80.000,,0
1154.545,-80.000,,0
1154.545,-78.222,,0
1154.545,-76.444,,0
1154.545,-74.667,,0
1154.545,-72.889,,0
1154.545,-71.111,,0
1154.545,-69.333,,0
1154.545,-67.556,,0
1154.545,-65.778,,0
1154.545,-64.000,,0
1154.545,-62.222,,0
1154.545,-60.444,,0
1154.545,-58.667,,0
1154.545,-56.889,,0
1154.545,-55.111,,0
1154.545,-53.333,,0
1154.545,-51.556,,0
1154.545,-49.778,,0
1154.545,-48.000,,0
1154.545,-46.222,,0
1154.545,-44.444,,0
1154.545,-42.667,,0
1154.545,-40.889,,0
1154.545,-39.111,,0
1154.545,-37.333,,0
1154.545,-35.556,,0
1154.545,-33.778,,0
1154.545,-32.000,,0
1154.545,-30.222,,0
1154.545,-28.444,,0
1154.545,-26.667,,0
1154.545,-24.889,,0
1154.545,-23.111,,0
1154.545,-21.333,,0
1154.545,-19.556,,0
1154.545,-17.778,,0
1154.545,-16.000,,0
1154.545,-14.222,,0
1154.545,-12.444,,0
1154.545,-10.667,,0
1154.545,-8.889,,0
1154.545,-7.111,,0
1154.545,-5.333,,0
1154.545,-3.556,,0
1154.545,-1.778,,0
1154.545,0.000,,0
1154.545,1.778,,0
1154.545,3.556,,0
1154.545,5.333,,0
1154.545,7.111,,0
1154.545,8.889,,0
1154.545,10.667,,0
1154.545,12.444,,0
1154.545,14.222,,0
1154.545,16.000,,0
1154.545,17.778,,0
1154.545,19.556,,0
1154.545,21.333,,0
1154.545,23.111,,0
1154.545,24.889,,0
1154.545,26.667,,0
1154.545,28.444,,0
1154.545,30.222,,0
1154.545,32.000,,0
1154.545,33.778,,0
1154.545,35.556,,0
1154.545,37.333,,0
1154.545,39.111,,0
1154.545,40.889,,0
1154.545,42.667,,0
1154.545,44.444,,0
1154.545,46.222,,0
1154.545,48.000,,0
1154.545,49.778,,0
1154.545,51.556,,0
1154.545,53.333,,0
1154.545,55.111,,0
1154.545,56.889,,0
1154.545,58.667,,0
1154.545,60.444,,0
1154.545,62.222,,0
1154.545,64.000,,0
1154.545,65.778,,0
1154.545,67.556,,0
1154.545,69.333,,0
1154.545,71.111,,0
1154.545,72.889,,0
1154.545,74.667,,0
1154.545,76.444,,0
1154.545,78.222,,0
1154.545,80.000,,0
1190.909,-80.000,,0
1190.909,-78.222,,0
1190.909,-76.444,,0
1190.909,-74.667,,0
1190.909,-72.889,,0
1190.909,-71.111,,0
1190.909,-69.333,,0
1190.909,-67.556,,0
1190.909,-65.778,,0
1190.909,-64.000,,0
1190.909,-62.222,,0
1190.909,-60.444,,0
1190.909,-58.667,,0
1190.909,-56.889,,0
1190.909,-55.111,,0
1190.909,-53.333,,0
1190.909,-51.556,,0
1190.909,-49.778,,0
1190.909,-48.000,,0
1190.909,-46.222,,0
1190.909,-44.444,,0
1190.909,-42.667,,0
1190.909,-40.889,,0
1190.909,-39.111,,0
1190.909,-37.333,,0
1190.909,-35.556,,0
1190.909,-33.778,,0
1190.909,-32.000,,0
1190.909,-30.222,,0
1190.909,-28.444,,0
1190.909,-26.667,,0
1190.909,-24.889,,0
1190.909,-23.111,,0
1190.909,-21.333,,0
1190.909,-19.556,,0
1190.909,-17.778,,0
1190.909,-16.000,,0
1190.909,-14.222,,0
1190.909,-12.444,,0
1190.909,-10.667,,0
1190.909,-8.889,,0
1190.909,-7.111,,0
1190.909,-5.333,,0
1190.909,-3.556,,0
1190.909,-1.778,,0
1190.909,0.000,,0
1190.909,1.778,,0
1190.909,3.556,,0
1190.909,5.333,,0
1190.909,7.111,,0
1190.909,8.889,,0
1190.909,10.667,,0
1190.909,12.444,,0
1190.909,14.222,,0
1190.909,16.000,,0
1190.909,17.778,,0
1190.909,19.556,,0
1190.909,21.333,,0
1190.909,23.111,,0
1190.909,24.889,,0
1190.909,26.667,,0
1190.909,28.444,,0
1190.909,30.222,,0
1190.909,32.000,,0
1190.909,33.778,,0
1190.909,35.556,,0
1190.909,37.333,,0
1190.909,39.111,,0
1190.909,40.889,,0
1190.909,42.667,,0
1190.909,44.444,,0
1190.909,46.222,,0
1190.909,48.000,,0
1190.909,49.778,,0
1190.909,51.556,,0
1190.909,53.333,,0
1190.909,55.111,,0
1190.909,56.889,,0
1190.909,58.667,,0
1190.909,60.444,,0
1190.909,62.222,,0
1190.909,64.000,,0
1190.909,65.778,,0
1190.909,67.556,,0
1190.909,69.333,,0
1190.909,71.111,,0
1190.909,72.889,,0
1190.909,74.667,,0
1190.909,76.444,,0
1190.909,78.222,,0
1190.909,80.000,,0
1227.273,-80.000,,0
1227.273,-78.222,,0
1227.273,-76.444,,0
1227.273,-74.667,,0
1227.273,-72.889,,0
1227.273,-71.111,,0
1227.273,-69.333,,0
1227.273,-67.556,,0
1227.273,-65.778,,0
1227.273,-64.000,,0
1227.273,-62.222,,0
1227.273,-60.444,,0
1227.273,-58.667,,0
1227.273,-56.889,,0
1227.273,-55.111,,0
1227.273,-53.333,,0
1227.273,-51.556,,0
1227.273,-49.778,,0
1227.273,-48.000,,0
1227.273,-46.222,,0
1227.273,-44.444,,0
1227.273,-42.667,,0
1227.273,-40.889,,0
1227.273,-39.111,,0
1227.273,-37.333,,0
1227.273,-35.556,,0
1227.273,-33.778,,0
1227.273,-32.000,,0
1227.273,-30.222,,0
1227.273,-28.444,,0
1227.273,-26.667,,0
1227.273,-24.889,,0
1227.273,-23.111,,0
1227.273,-21.333,,0
1227.273,-19.556,,0
1227.273,-17.778,,0
1227.273,-16.000,,0
1227.273,-14.222,,0
1227.273,-12.444,,0
1227.273,-10.667,,0
1227.273,-8.889,,0
1227.273,-7.111,,0
1227.273,-5.333,,0
1227.273,-3.556,,0
1227.273,-1.778,,0
1227.273,0.000,,0
1227.273,1.778,,0
1227.273,3.556,,0
1227.273,5.333,,0
1227.273,7.111,,0
1227.273,8.889,,0
1227.273,10.667,,0
1227.273,12.444,,0
1227.273,14.222,,0
1227.273,16.000,,0
1227.273,17.778,,0
1227.273,19.556,,0
1227.273,21.333,,0
1227.273,23.111,,0
1227.273,24.889,,0
1227.273,26.667,,0
1227.273,28.444,,0
1227.273,30.222,,0
1227.273,32.000,,0
1227.273,33.778,,0
1227.273,35.556,,0
1227.273,37.333,,0
1227.273,39.111,,0
1227.273,40.889,,0
1227.273,42.667,,0
1227.273,44.444,,0
1227.273,46.222,,0
1227.273,48.000,,0
1227.273,49.778,,0
1227.273,51.556,,0
1227.273,53.333,,0
1227.273,55.111,,0
1227.273,56.889,,0
1227.273,58.667,,0
1227.273,60.444,,0
1227.273,62.222,,0
1227.273,64.000,,0
1227.273,65.778,,0
1227.273,67.556,,0
1227.273,69.333,,0
1227.273,71.111,,0
1227.273,72.889,,0
1227.273,74.667,,0
1227.273,76.444,,0
1227.273,78.222,,0
1227.273,80.000,,0
1263.636,-80.000,,0
1263.636,-78.222,,0
1263.636,-76.444,,0
1263.636,-74.667,,0
1263.636,-72.889,,0
1263.636,-71.111,,0
1263.636,-69.333,,0
1263.636,-67.556,,0
1263.636,-65.778,,0
1263.636,-64.000,,0
1263.636,-62.222,,0
1263.636,-60.444,,0
1263.636,-58.667,,0
1263.636,-56.889,,0
1263.636,-55.111,,0
1263.636,-53.333,,0
1263.636,-51.556,,0
1263.636,-49.778,,0
1263.636,-48.000,,0
1263.636,-46.222,,0
1263.636,-44.444,,0
1263.636,-42.667,,0
1263.636,-40.889,,0
1263.636,-39.111,,0
1263.636,-37.333,,0
1263.636,-35.556,,0
1263.636,-33.778,,0
1263.636,-32.000,,0
1263.636,-30.222,,0
1263.636,-28.444,,0
1263.636,-26.667,,0
1263.636,-24.889,,0
1263.636,-23.111,,0
1263.636,-21.333,,0
1263.636,-19.556,,0
1263.636,-17.778,,0
1263.636,-16.000,,0
1263.636,-14.222,,0
1263.636,-12.444,,0
1263.636,-10.667,,0
1263.636,-8.889,,0
1263.636,-7.111,,0
1263.636,-5.333,,0
1263.636,-3.556,,0
1263.636,-1.778,,0
1263.636,0.000,,0
1263.636,1.778,,0
1263.636,3.556,,0
1263.636,5.333,,0
1263.636,7.111,,0
1263.636,8.889,,0
1263.636,10.667,,0
1263.636,12.444,,0
1263.636,14.222,,0
1263.636,16.000,,0
1263.636,17.778,,0
1263.636,19.556,,0
1263.636,21.333,,0
1263.636,23.111,,0
1263.636,24.889,,0
1263.636,26.667,,0
1263.636,28.444,,0
1263.636,30.222,,0
1263.636,32.000,,0
1263.636,33.778,,0
1263.636,35.556,,0
1263.636,37.333,,0
1263.636,39.111,,0
1263.636,40.889,,0
1263.636,42.667,,0
1263.636,44.444,,0
1263.636,46.222,,0
1263.636,48.000,,0
1263.636,49.778,,0
1263.636,51.556,,0
1263.636,53.333,,0
1263.636,55.111,,0
1263.636,56.889,,0
1263.636,58.667,,0
1263.636,60.444,,0
1263.636,62.222,,0
1263.636,64.000,,0
1263.636,65.778,,0
1263.636,67.556,,0
1263.636,69.333,,0
1263.636,71.111,,0
1263.636,72.889,,0
1263.636,74.667,,0
1263.636,76.444,,0
1263.636,78.222,,0
1263.636,80.000,,0
1300.000,-80.000,,0
1300.000,-78.222,,0
1300.000,-76.444,,0
1300.000,-74.667,,0
1300.000,-72.889,,0
1300.000,-71.111,,0
1300.000,-69.333,,0
1300.000,-67.556,,0
1300.000,-65.778,,0
1300.000,-64.000,,0
1300.000,-62.222,,0
1300.000,-60.444,,0
1300.000,-58.667,,0
1300.000,-56.889,,0
1300.000,-55.111,,0
1300.000,-53.333,,0
1300.000,-51.556,,0
1300.000,-49.778,,0
1300.000,-48.000,,0
1300.000,-46.222,,0
1300.000,-44.444,,0
1300.000,-42.667,,0
1300.000,-40.889,,0
1300.000,-39.111,,0
1300.000,-37.333,,0
1300.000,-35.556,,0
1300.000,-33.778,,0
1300.000,-32.000,,0
1300.000,-30.222,,0
1300.000,-28.444,,0
1300.000,-26.667,,0
1300.000,-24.889,,0
1300.000,-23.111,,0
1300.000,-21.333,,0
1300.000,-19.556,,0
1300.000,-17.778,,0
1300.000,-16.000,,0
1300.000,-14.222,,0
1300.000,-12.444,,0
1300.000,-10.667,,0
1300.000,-8.889,,0
1300.000,-7.111,,0
1300.000,-5.333,,0
1300.000,-3.556,,0
1300.000,-1.778,,0
1300.000,0.000,,0
1300.000,1.778,,0
1300.000,3.556,,0
1300.000,5.333,,0
1300.000,7.111,,0
1300.000,8.889,,0
1300.000,10.667,,0
1300.000,12.444,,0
1300.000,14.222,,0
1300.000,16.000,,0
1300.000,17.778,,0
1300.000,19.556,,0
1300.000,21.333,,0
1300.000,23.111,,0
1300.000,24.889,,0
1300.000,26.667,,0
1300.000,28.444,,0
1300.000,30.222,,0
1300.000,32.000,,0
1300.000,33.778,,0
1300.000,35.556,,0
1300.000,37.333,,0
1300.000,39.111,,0
1300.000,40.889,,0
1300.000,42.667,,0
1300.000,44.444,,0
1300.000,46.222,,0
1300.000,48.000,,0
1300.000,49.778,,0
1300.000,51.556,,0
1300.000,53.333,,0
1300.000,55.111,,0
1300.000,56.889,,0
1300.000,58.667,,0
1300.000,60.444,,0
1300.000,62.222,,0
1300.000,64.000,,0
1300.000,65.778,,0
1300.000,67.556,,0
1300.000,69.333,,0
1300.000,71.111,,0
1300.000,72.889,,0
1300.000,74.667,,0
1300.000,76.444,,0
1300.000,78.222,,0
1300.000,80.000,,0
1336.364,-80.000,,0
1336.364,-78.222,,0
1336.364,-76.444,,0
1336.364,-74.667,,0
1336.364,-72.889,,0
1336.364,-71.111,,0
1336.364,-69.333,,0
1336.364,-67.556,,0
1336.364,-65.778,,0
1336.364,-64.000,,0
1336.364,-62.222,,0
1336.364,-60.444,,0
1336.364,-58.667,,0
1336.364,-56.889,,0
1336.364,-55.111,,0
1336.364,-53.333,,0
1336.364,-51.556,,0
1336.364,-49.778,,0
1336.364,-48.000,,0
1336.364,-46.222,,0
1336.364,-44.444,,0
1336.364,-42.667,,0
1336.364,-40.889,,0
1336.364,-39.111,,0
1336.364,-37.333,,0
1336.364,-35.556,,0
1336.364,-33.778,,0
1336.364,-32.000,,0
1336.364,-30.222,,0
1336.364,-28.444,,0
1336.364,-26.667,,0
1336.364,-24.889,,0
1336.364,-23.111,,0
1336.364,-21.333,,0
1336.364,-19.556,,0
1336.364,-17.778,,0
1336.364,-16.000,,0
1336.364,-14.222,,0
1336.364,-12.444,,0
1336.364,-10.667,,0
1336.364,-8.889,,0
1336.364,-7.111,,0
1336.364,-5.333,,0
1336.364,-3.556,,0
1336.364,-1.778,,0
1336.364,0.000,,0
1336.364,1.778,,0
1336.364,3.556,,0
1336.364,5.333,,0
1336.364,7.111,,0
1336.364,8.889,,0
1336.364,10.667,,0
1336.364,12.444,,0
1336.364,14.222,,0
1336.364,16.000,,0
1336.364,17.778,,0
1336.364,19.556,,0
1336.364,21.333,,0
1336.364,23.111,,0
1336.364,24.889,,0
1336.364,26.667,,0
1336.364,28.444,,0
1336.364,30.222,,0
1336.364,32.000,,0
1336.364,33.778,,0
1336.364,35.556,,0
1336.364,37.333,,0
1336.364,39.111,,0
1336.364,40.889,,0
1336.364,42.667,,0
1336.364,44.444,,0
1336.364,46.222,,0
1336.364,48.000,,0
1336.364,49.778,,0
1336.364,51.556,,0
1336.364,53.333,,0
1336.364,55.111,,0
1336.364,56.889,,0
1336.364,58.667,,0
1336.364,60.444,,0
1336.364,62.222,,0
1336.364,64.000,,0
1336.364,65.778,,0
1336.364,67.556,,0
1336.364,69.333,,0
1336.364,71.111,,0
1336.364,72.889,,0
1336.364,74.667,,0
1336.364,76.444,,0
1336.364,78.222,,0
1336.364,80.000,,0
1372.727,-80.000,,0
1372.727,-78.222,,0
1372.727,-76.444,,0
1372.727,-74.667,,0
1372.727,-72.889,,0
1372.727,-71.111,,0
1372.727,-69.333,,0
1372.727,-67.556,,0
1372.727,-65.778,,0
1372.727,-64.000,,0
1372.727,-62.222,,0
1372.727,-60.444,,0
1372.727,-58.667,,0
1372.727,-56.889,,0
1372.727,-55.111,,0
1372.727,-53.333,,0
1372.727,-51.556,,0
1372.727,-49.778,,0
1372.727,-48.000,,0
1372.727,-46.222,,0
1372.727,-44.444,,0
1372.727,-42.667,,0
1372.727,-40.889,,0
1372.727,-39.111,,0
1372.727,-37.333,,0
1372.727,-35.556,,0
1372.727,-33.778,,0
1372.727,-32.000,,0
1372.727,-30.222,,0
1372.727,-28.444,,0
1372.727,-26.667,,0
1372.727,-24.889,,0
1372.727,-23.111,,0
1372.727,-21.333,,0
1372.727,-19.556,,0
1372.727,-17.778,,0
1372.727,-16.000,,0
1372.727,-14.222,,0
1372.727,-12.444,,0
1372.727,-10.667,,0
1372.727,-8.889,,0
1372.727,-7.111,,0
1372.727,-5.333,,0
1372.727,-3.556,,0
1372.727,-1.778,,0
1372.727,0.000,,0
1372.727,1.778,,0
1372.727,3.556,,0
1372.727,5.333,,0
1372.727,7.111,,0
1372.727,8.889,,0
1372.727,10.667,,0
1372.727,12.444,,0
1372.727,14.222,,0
1372.727,16.000,,0
1372.727,17.778,,0
1372.727,19.556,,0
1372.727,21.333,,0
1372.727,23.111,,0
1372.727,24.889,,0
1372.727,26.667,,0
1372.727,28.444,,0
1372.727,30.222,,0
1372.727,32.000,,0
1372.727,33.778,,0
1372.727,35.556,,0
1372.727,37.333,,0
1372.727,39.111,,0
1372.727,40.889,,0
1372.727,42.667,,0
1372.727,44.444,,0
1372.727,46.222,,0
1372.727,48.000,,0
1372.727,49.778,,0
1372.727,51.556,,0
1372.727,53.333,,0
1372.727,55.111,,0
1372.727,56.889,,0
1372.727,58.667,,0
1372.727,60.444,,0
1372.727,62.222,,0
1372.727,64.000,,0
1372.727,65.778,,0
1372.727,67.556,,0
1372.727,69.333,,0
1372.727,71.111,,0
1372.727,72.889,,0
1372.727,74.667,,0
1372.727,76.444,,0
1372.727,78.222,,0
1372.727,80.000,,0
1409.091,-80.000,,0
1409.091,-78.222,,0
1409.091,-76.444,,0
1409.091,-74.667,,0
1409.091,-72.889,,0
1409.091,-71.111,,0
1409.091,-69.333,,0
1409.091,-67.556,,0
1409.091,-65.778,,0
1409.091,-64.000,,0
1409.091,-62.222,,0
1409.091,-60.444,,0
1409.091,-58.667,,0
1409.091,-56.889,,0
1409.091,-55.111,,0
1409.091,-53.333,,0
1409.091,-51.556,,0
1409.091,-49.778,,0
1409.091,-48.000,,0
1409.091,-46.222,,0
1409.091,-44.444,,0
1409.091,-42.667,,0
1409.091,-40.889,,0
1409.091,-39.111,,0
1409.091,-37.333,,0
1409.091,-35.556,,0
1409.091,-33.778,,0
1409.091,-32.000,,0
1409.091,-30.222,,0
1409.091,-28.444,,0
1409.091,-26.667,,0
1409.091,-24.889,,0
1409.091,-23.111,,0
1409.091,-21.333,,0
1409.091,-19.556,,0
1409.091,-17.778,,0
1409.091,-16.000,,0
1409.091,-14.222,,0
1409.091,-12.444,,0
1409.091,-10.667,,0
1409.091,-8.889,,0
1409.091,-7.111,,0
1409.091,-5.333,,0
1409.091,-3.556,,0
1409.091,-1.778,,0
1409.091,0.000,,0
1409.091,1.778,,0
1409.091,3.556,,0
1409.091,5.333,,0
1409.091,7.111,,0
1409.091,8.889,,0
1409.091,10.667,,0
1409.091,12.444,,0
1409.091,14.222,,0
1409.091,16.000,,0
1409.091,17.778,,0
1409.091,19.556,,0
1409.091,21.333,,0
1409.091,23.111,,0
1409.091,24.889,,0
1409.091,26.667,,0
1409.091,28.444,,0
1409.091,30.222,,0
1409.091,32.000,,0
1409.091,33.778,,0
1409.091,35.556,,0
1409.091,37.333,,0
1409.091,39.111,,0
1409.091,40.889,,0
1409.091,42.667,,0
1409.091,44.444,,0
1409.091,46.222,,0
1409.091,48.000,,0
1409.091,49.778,,0
1409.091,51.556,,0
1409.091,53.333,,0
1409.091,55.111,,0
1409.091,56.889,,0
1409.091,58.667,,0
1409.091,60.444,,0
1409.091,62.222,,0
1409.091,64.000,,0
1409.091,65.778,,0
1409.091,67.556,,0
1409.091,69.333,,0
1409.091,71.111,,0
1409.091,72.889,,0
1409.091,74.667,,0
1409.091,76.444,,0
1409.091,78.222,,0
1409.091,80.000,,0
1445.455,-80.000,,0
1445.455,-78.222,,0
1445.455,-76.444,,0
1445.455,-74.667,,0
1445.455,-72.889,,0
1445.455,-71.111,,0
1445.455,-69.333,,0
1445.455,-67.556,,0
1445.455,-65.778,,0
1445.455,-64.000,,0
1445.455,-62.222,,0
1445.455,-60.444,,0
1445.455,-58.667,,0
1445.455,-56.889,,0
1445.455,-55.111,,0
1445.455,-53.333,,0
1445.455,-51.556,,0
1445.455,-49.778,,0
1445.455,-48.000,,0
1445.455,-46.222,,0
1445.455,-44.444,,0
1445.455,-42.667,,0
1445.455,-40.889,,0
1445.455,-39.111,,0
1445.455,-37.333,,0
1445.455,-35.556,,0
1445.455,-33.778,,0
1445.455,-32.000,,0
1445.455,-30.222,,0
1445.455,-28.444,,0
